conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bacea2c7-5b2f-499f-99ee-665ffad6d64e,skill/competence,occupation-specific,manage location logistics,"organise location logistics
supervise location logistics
managing location logistics
manage locations logistics
oversee location logistics
deal with location logistics
manage location logistics",,released,2016-12-20T19:46:40Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Make sure cast, crew, and equipment reach the location on time and in an organised manner. Organise catering, power sources, parking, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad0f996-a299-4631-a7d8-104185b2ef22,skill/competence,sector-specific,engage in debates,"perform debates
undertake deliberations
take part in debates
operate deliberations
take part in deliberations
undertake debates
participate in debates
participate in deliberations
operate debates",,released,2020-06-29T13:02:34.751Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Construct and present arguments used in a constructive debate and discussion in order to convince the opposing party or a neutral third party of the debater's stance.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad614fb-fc66-4401-b75b-3d366013a493,skill/competence,sector-specific,write security reports,"make security reports
write security reports
writing security reports
write security report",,released,2016-12-20T20:08:08Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Compile data on inspections, patrols and security incidents into a report for management purposes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad66a63-4e3f-41f9-9e5d-a4d5f12f8d36,skill/competence,cross-sector,create GIS reports,"preparing GIS reports
geographic information systems report preparation
creating geographic information systems reports
creating of geographic information systems reports
prepare GIS reports
geographic information systems report creation
creation of GIS reports
GIS report creation
GIS report preparation
create geographic information systems reports
creation of geographic information systems reports
creating GIS reports
preparation of GIS reports
prepare geographic information systems reports
preparation of geographic information systems reports
creating of GIS reports
create GIS reports
preparing geographic information systems reports",,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use relevant geographic informations systems to create reports and maps based on geospatial information, using GIS software programmes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,skill/competence,transversal,understand spoken Macedonian,"comprehend spoken Macedonian
listen to Macedonian
understand spoken Macedonian
interpret spoken Macedonian
understand Macedonian speech
understanding spoken Macedonian
make sense of spoken Macedonian",,released,2016-12-20T18:46:21Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/skills",Comprehend orally expressed Macedonian.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/badbd33c-3da8-43ae-a504-de388b988f4a,knowledge,sector-specific,nanomaterials,"nanomaterial types
types of nanomaterials
carbon nanotubes
nano-scale materials
nano-materials
nano-objects
engineered nanoparticles
nanoparticles
nanomaterials
quantum dots
typology of nanomaterials",,released,2017-01-05T16:36:34Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The characteristics of engineered nanoparticles that conform to a specific set of properties such as being manufactured at nanoscale, being composed of nano-objects as defined by ISO. Some of the well known nanomaterials could be carbon nanotubes,quantum dots gold or titanium dioxide."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97,skill/competence,occupation-specific,install refrigeration equipment,"install cooling equipment
install RACHP equipment
install cooling heat pump system
install air condition equipment",,released,2020-12-08T11:22:47.758Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Install refrigeration, air condition or heat pump equipment, connect components and piping, attach equipment to the electrical network and secondary sources of heat transfer if required."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bae510cc-122f-4c55-82e5-4d1a4a8ec8ff,skill/competence,occupation-specific,identify origin of typed documents,"identify typed document origin
examine origin of typed documents
determine origin of typed documents
assess origin of typed documents
identify origin of typed documents
identifying origin of typed documents
evaluate origin of typed documents",,released,2016-12-20T20:26:53Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Link typed documents to a specific machine or computer by examining the printing process.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baecd6d9-6db9-45d7-838c-0d192561a9f1,skill/competence,cross-sector,establish contact with potential donors,"approach contact with potential donors
establish contact with potential donors
build up contact with potential donors
establish contact with probable donors
approach potential actors to obtain donations
approach contact with potential donor
approach potential actors to obtain sponsorship
contact potential donors
establish contact with potential benefactor
establish contact with possible donors",,released,2016-12-20T19:33:44Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Approach individuals, local authorities, commercial organisations and other actors in order to obtain sponsorship and donations for the projects of the charity."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baf1fadb-975a-42be-9744-d8ba02304d09,knowledge,sector-specific,Samurai Web Testing Framework,Samurai Web Testing Framework,,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The linux environment Samurai Web Testing Framework is a specialised penetration testing tool which tests security weaknesses of websites for potentially unauthorised access.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baf501a8-f0fe-4ad7-9b69-8e920fa1a87b,skill/competence,cross-sector,test electronic units,"test electronic units
checking electronic unit performance
checking performance of electronic units
check electronic unit performance
electronic unit testing
check performance of electronic units
testing electronic unit
test electronic unit
testing of electronic units
testing electronic units",,released,2016-12-20T19:53:06Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Test electronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baf5e4a3-14ca-42ad-a784-c60c85552cbe,skill/competence,sector-specific,interpret tramway traffic signs,"interpret traffic signs in tramways
interpret tramway traffic signs
follow instructions provided by tramway traffic signs
observe and follow traffic signs used in tramways
read tramway traffic signs
comprehend tramway traffic signs
comprehend traffic signs in tramway infrastructure
act in accordance with tramway traffic signs
comprehend  traffic signs in tramways
act according to instructions of tramway traffic signs
interpret traffic signs in tramway infrastructure
operate trams according to traffic signs",,released,2016-12-20T21:05:53Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Observe traffic signs, understand their meaning, and act accordingly in the tramway infrastructure."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bafb5f43-4ae7-471b-a20d-d98012313f6c,skill/competence,sector-specific,provide information on trade-in options,"provide information on a trade-in option
furnish information on trade-in options
providing information on trade-in options
provision of information on trade-in options
administer information on trade-in options
provide information on trade-in options
contribute information on trade-in options
arrange information on trade-in options",,released,2016-12-20T20:52:27Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Inform customers who consider a trade-in of their used car about their options; discuss all required documents and signatures; negotiate prices.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/baffa7a3-a6d4-4ea8-a0ad-1afec3fc0acb,skill/competence,occupation-specific,check for flaws in scanned material,"checking for flaws in scans
check for flaws in scanned materials
check for flaws in scanned material
check for flaws in scanned resources
check for flaws in scanned supplies
check for flaws in scans",,released,2016-12-20T21:23:54Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Check for colour consistency and possible flaws in the scanned material.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb0069d2-0953-43d4-923b-18ad370bc2f3,skill/competence,cross-sector,adjust surveying equipment,"adjust surveying equipment
adjusting surveying equipment
adjust survey equipment
modify surveying equipment
set up surveying equipment
calibrate surveying equipment
configure surveying equipment",,released,2016-12-20T20:23:46Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ensure accuracy of measurement by adjusting surveying equipment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb0c06f6-2272-4cae-907c-d68f10c4f80f,skill/competence,sector-specific,construct canal locks,"building canal locks
constructing canal locks
build canal locks
canal lock building
construct canal locks
installation of canal locks
canal lock installation
installing canal locks
install canal locks
canal lock construction
constructing locks on canals
construction of canal locks
construct locks on canals",,released,2021-12-10T21:01:12.285Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Install lock systems in sections of canals for the raising and lowering of vessels from one level to another. These are used for their passage over canals as well as for the control of the water level.
